艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜185最小,対潜185最大,回避初期最小,回避初期最大,回避最大,回避185最小,回避185最大,索敵初期最小,索敵初期最大,索敵最大,索敵185最小,索敵185最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
513,316,"Гангут два","ガングート",8,73,35016,512,0,0,0,0,0,0,0,0,2,77,92,85,87,66,90,16,32,38,72,71,95,0,0,0,0,0,33,33,68,98,98,14,14,38,58,58,35,88,5,3,7,4,1,1,2,2,0,232,-1,-1,-1,-1,240,9,14,33,3,3,1,1,4,"<br>","三連装主砲を持つロシアの弩級戦艦Гангут級、<br>その一番艦だ。革命後は名前を変えたが、近代化改装<br>後、再びГангутの名に戻ったさ。冬戦争、そし<br>てあの大きな戦いにも参加した。地上戦支援で勝利に<br>大きく貢献した私は勲章ももらったな。この戦い、私<br>も貢献しよう。私に任せておけ！",85,110,3,"rnuehhgtsiay",52,1,627
514,314,"Sheffield","シェフィールド",3,108,33431,0,705,55,460,460,0,0,0,0,0,38,55,43,45,25,56,20,40,28,70,16,41,38,38,70,97,97,32,32,65,93,93,22,22,68,107,107,17,79,10,2,6,3,1,1,3,0,0,399,-1,-1,-1,-1,70,3,3,12,3,2,1,2,2,"HMS Sheffield 着任します。<br>君がAdmiral？ ふうん、ちょっといいね。<br>よろしく。","Town級軽巡洋艦、HMS Sheffield。<br>軽巡といっても、実際は重巡クラスの規模と火力を持<br>つ重武装艦です。北極海での対ソ援助物資輸送船団の<br>護衛、ビスマルクの追撃戦など数々の戦いに参加しま<br>した。バレンツ海の戦いでは独艦隊を撃破、船団護衛<br>に成功しています。",35,60,1,"zgnfeyueapri",60,10,627
515,315,"Ark Royal","アークロイヤル",11,78,33111,0,393,45,1300,1800,0,0,0,0,0,55,82,62,64,0,27,0,0,30,72,26,47,0,0,0,0,0,32,32,57,78,78,40,40,72,99,99,8,58,10,1,7,4,18,30,12,12,0,248,242,-1,-1,-1,250,8,10,28,7,0,0,4,4,"私は、Her Majesty’s Ship Ark Royal。<br>Admiral…貴方が……。……よろしく。","Her Majesty’s Ship Ark Royal。本格的な艦隊型航<br>空母艦として就役し、大西洋や地中海まで数々の作戦<br>に参加した。あの戦艦Bismarck追撃戦では、この必<br>殺のSwordfishを放ったな。U-boatか……あれは危<br>険だ。水面下の敵には気をつける。",55,50,1,"ohxbfeywubre",52,14,627
516,313,"Ташкент","タシュケント",2,81,35511,0,395,50,400,360,0,0,0,0,0,22,42,26,28,18,50,12,48,20,52,12,31,33,33,55,74,74,48,48,90,126,126,7,7,36,61,61,40,90,10,2,6,3,0,0,0,0,0,282,33,34,-1,-1,82,2,3,15,1,2,1,1,1,"Здравствуйте！<br>嚮導駆逐艦、タシュケント、はるばる来てみたよ！<br>同志提督！　よろしくお願いするね！","北の国で生まれた空色の巡洋艦、タシュケントだよ。<br>うん、そう。本当の艦種は駆逐艦なんだ。嚮導駆逐<br>艦。まあ、駆逐艦としては大きいかな。確かに。海の<br>戦いも陸上の戦いの掩護も頑張ったよ。結構頼りにな<br>るだろ？　空色の巡洋艦、どう？　うん、よかった！<br>覚えておいてね。Ｃпасибо！",15,30,1,"etknsijfnuea",51,1,627
517,317,"占守","しむしゅ",1,74,20011,0,376,40,90,60,0,0,0,0,0,9,18,13,15,4,18,0,0,7,24,4,16,32,32,72,106,106,42,42,83,118,118,3,3,13,21,21,40,79,5,1,4,2,0,0,0,0,0,1,39,-1,-1,-1,14,1,1,2,0,1,0,0,0,"占守型海防艦一番艦！　占守っす！<br>司令、沿岸防衛は、この占守に任せるっす！<br>海を守る……海防艦っす！","沿岸警備や北方漁場警備のために建造された甲型海防<br>艦、その一番艦っす。千島列島最北端の占守島の名前<br>をもらったっす！　平時には漁場や漁民を守るため、<br>小さい体だけど、大事な役目や証もあったっす。戦い<br>が厳しくなって、船団護衛や対潜哨戒にも全力っす。<br>占守、その名、きっと憶えてほしいっしゅ。",10,10,1,"mztdruitgisb",51,1,627
518,318,"国後","くなしり",1,74,20021,0,377,40,90,60,0,0,0,0,0,9,18,13,15,4,19,0,0,6,22,4,16,31,31,70,103,103,41,41,82,117,117,4,4,14,22,22,35,78,5,1,4,2,0,0,0,0,0,1,39,-1,-1,-1,14,1,1,2,0,1,0,0,0,"占守型海防艦、その二番艦、国後。<br>何それ？　違うけど？　そうね、クナって…<br>呼んでもらってもいいけど。","占守型海防艦二番艦、国後よ。北方の護りは任せてよ<br>ね。え、地味だろって。何それ！あの出撃の前に単冠<br>湾の哨戒とか、大事な役割も務めたんだから。大湊を<br>起点に、千島列島や宗谷海峡、津軽海峡など大切なと<br>ころを守ったの。ねえ、聞いてる？最後は大切な大切<br>なこと、頑張ったし。頑張ったよね、あたし！",10,10,1,"duclkhpiwzon",51,1,627
519,319,"Jervis","ジャーヴィス",2,82,33511,0,394,45,170,150,0,0,0,0,0,15,33,19,21,12,32,30,82,22,44,7,18,40,40,82,118,118,46,46,79,107,107,10,10,22,32,32,50,100,10,1,6,2,0,0,0,0,0,280,-1,-1,-1,-1,24,1,1,6,1,1,1,1,1,"Nice to meet you.  Lucky Jervis、来たわ！<br>そう、もうゼッタイよ！　任せておいて！","J級駆逐艦、Jervisよ！　そう、Lucky Jervisって呼ん<br>でもらってもいいかな！<br>本国艦隊から地中海艦隊まで、護衛、輸送、艦隊戦や<br>陸戦支援まで本当に頑張っちゃった！<br>Lucky Jervis、覚えておいてね！",15,25,1,"ljtlhcbmaqcg",51,1,627
520,320,"Janus","ジェーナス",2,82,33521,0,893,55,170,370,0,0,0,0,0,15,33,19,21,12,33,30,82,22,42,7,18,40,40,83,120,120,44,44,76,103,103,10,10,20,28,28,17,67,10,1,6,2,0,0,0,0,0,280,-1,-1,-1,-1,24,1,1,6,1,1,1,1,1,"Hi！　私の名前はJanus！　そうよ、あのJervisの僚艦の…<br>……え？　知らない？　完っ全にモグリね。いい？<br>しっかり覚えておきなさい！","J級駆逐艦、私がJanusよ。そうね、Jervis達と一緒に<br>本国艦隊や地中海艦隊で色々なことを頑張ったわ。<br>フランスの艦艇と戦ったことも。あのシングル作戦で<br>は、Jervisと一緒にアンツィオの戦いを支援して…<br>そこであれを…。Jervisは軽傷だったみたい。<br>不思議っていうか…なんていうか。",15,25,1,"ewoqvtkoqtmm",51,1,627
521,321,"春日丸","たいよう",7,75,5011,0,526,30,190,350,0,0,0,0,0,36,58,41,43,0,9,0,0,12,24,14,32,0,0,0,0,0,24,24,39,52,52,28,28,48,65,65,5,39,5,1,4,2,14,9,0,0,0,228,-1,-1,-1,-1,160,2,1,16,3,0,0,1,2,"特設航空母艦、春日丸と申します。<br>不束者ですが、務めを果したいと思います。","特設航空母艦、春日丸です。<br>優秀船舶建造助成施設によって建造された客船でした<br>が、戦いに臨み、空母へと改装されました。航空機の<br>輸送などに務めた後、大鷹と名前を変えて、海上護衛<br>の任に就きました。夜の潜水艦は…怖いですね……。",25,25,1,"ycfrigxehfwt",58,1,627
522,322,"八幡丸","うんよう",7,75,5021,0,884,33,200,350,0,0,0,0,0,36,58,41,43,0,10,0,0,13,25,14,32,0,0,0,0,0,24,24,38,50,50,28,28,47,63,63,6,44,5,1,4,2,14,9,0,0,0,16,-1,-1,-1,-1,160,2,1,16,3,0,0,1,2,"特設航空母艦、八幡丸です。<br>そう、元は新田丸級貨客船よ。<br>妹がお世話になっているわね、私も……よろしく。","特設航空母艦、八幡丸よ。優秀船舶建造助成施設に<br>よって建造された新田丸級、真ん中の次女。春日丸の<br>姉です。空母に改装、ほどなくして雲鷹の名を頂きま<br>した。敵潜は本当に嫌いよ。空母が船団の中で同じ速<br>度で運動するのも嫌い。ダメだからね！これだけは覚<br>えておいて！",25,25,1,"cifeeskojdom",51,1,627
524,334,"択捉","えとろふ",1,77,20051,0,383,37,95,55,0,0,0,0,0,9,18,13,15,4,18,0,0,7,27,4,16,35,35,72,104,104,40,40,83,120,120,3,3,14,23,23,37,78,5,1,4,2,0,0,0,0,0,1,39,-1,-1,-1,14,1,1,2,0,1,0,0,0,"司令、おはようございます！<br>択捉型海防艦一番艦、択捉です。<br>今日も頑張ります！","択捉型海防艦の一番艦、択捉です。先輩の占守型の改<br>良型です。生産性と爆雷装備数などが向上している<br>の。とても多くの姉妹が建造され、船団護衛の任など<br>に就きました。最後まで戦えた艦は多くはなかったけ<br>れど、後方の海を最後まで護って戦いました。戦いが<br>終わった後も、少し頑張らせて頂きました。",10,10,1,"lupcrslexuxo",128,1,627
525,335,"松輪","まつわ",1,77,20061,0,384,37,95,55,0,0,0,0,0,9,18,13,15,4,19,0,0,7,28,4,16,35,35,72,104,104,39,39,81,117,117,3,3,15,25,25,7,49,5,1,4,2,0,0,0,0,0,1,39,-1,-1,-1,14,1,1,2,0,1,0,0,0,"海防艦、松輪です。<br>あの……択捉ちゃん……私も…頑張ります……。","海防艦、松輪です…。占守型海防艦の改良型として建<br>造され、佐世保鎮守府の部隊に配属されました……。<br>船団護衛や、対潜掃蕩部隊として働きます。船団の被<br>害を減らすため……敵潜水艦と戦いました……。<br>でも……。潜水艦は……怖い……。",10,10,1,"hakcdulvmfej",126,7,627
526,326,"大鷹","たいよう",7,76,5012,521,380,60,230,390,0,0,0,0,1,37,59,42,44,0,12,0,0,13,27,15,34,35,35,59,79,79,24,24,39,52,52,30,30,52,71,71,6,44,5,1,5,3,14,11,2,0,0,228,16,-1,-1,-1,160,2,2,16,3,0,0,1,2,"<br>","航空母艦、大鷹です。<br>優秀船舶建造助成施設によって建造された客船でした<br>が、戦いに臨み、空母へと改装されました。航空機の<br>輸送などに務めた後、大鷹と名前を変えて、海上護衛<br>の任に就きました。夜の潜水艦は…怖いですね……。",30,25,3,"gvryjheydxtt",58,2,627
527,327,"岸波","きしなみ",2,38,16341,0,686,35,180,120,0,0,0,0,0,16,34,20,22,10,31,24,68,12,43,6,19,26,26,54,78,78,46,46,80,109,109,9,9,24,37,37,10,50,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,"夕雲型駆逐艦、その十五番艦、岸波です。<br>貴方が提督？　そう。いいけど。<br>岸波、第三一駆逐隊に着任します。","夕雲型駆逐艦十五番艦、岸波です。<br>横須賀浦賀生まれ。夕雲型駆逐艦による第三一駆逐隊<br>に所属、勝機の消えつつある太平洋で戦ったわ。マリ<br>アナ、レイテの決戦で生き残った後、第二遊撃隊とし<br>て崩れつつある戦線を支えたの。え、岩波…？知らな<br>いわ。何のこと？",15,20,1,"aparquhhwgtv",83,3,627
528,328,"早波","はやなみ",2,38,16311,0,688,35,240,110,0,0,0,0,0,16,34,20,22,10,30,24,68,12,44,6,19,25,25,54,79,79,44,44,79,109,109,9,9,23,35,35,9,46,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,"お姉ちゃん、司令、お疲れさまぁ！<br>夕雲型十二番艦、早波、参りました！","あたし、夕雲型駆逐艦、その十二番艦、早波。そうで<br>す、藤波お姉ちゃんの妹です。第二水雷戦隊の一翼と<br>して、護衛や哨戒はもちろん、輸送作戦だって頑張り<br>ました。え…タウイ？対潜哨戒？　ううん、今度は負<br>けないもン！お姉ちゃん、司令、見てて！",15,20,1,"kflfismselum",91,31,627
529,331,"大鷹改二","たいよう",7,76,5016,380,0,0,0,0,0,0,0,0,3,49,74,55,57,18,39,0,0,24,54,26,55,75,75,89,101,101,36,36,54,69,69,40,40,68,92,92,14,64,5,2,7,4,14,14,8,3,0,83,-1,-1,-1,-1,160,3,6,16,5,0,0,3,2,"<br>","航空母艦、大鷹です。<br>優秀船舶建造助成施設によって建造された客船でした<br>が、戦いに臨み、空母へと改装されました。航空機の<br>輸送などに務めた後、大鷹と名前を変えて、海上護衛<br>の任に就きました。夜の潜水艦は…怖いですね……。",35,35,3,"biuzgypssrhi",58,1,627
530,330,"伊504","ルイージ・トレッリ",13,80,22321,539,0,0,0,0,0,0,0,0,3,14,24,18,20,3,15,30,68,0,28,5,21,0,0,0,0,0,22,22,64,100,100,10,10,32,51,51,40,85,5,1,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,1,0,2,1,0,"","Regia Marinaから来たよ。パスタの国で生まれた潜<br>水艦、Luigi Torelli……だったんだけど、最終的に今<br>は第五百四潜水艦。最後までけっこー頑張った。いろ<br>ーんな事経験したんだよー。潜水艦派遣作戦に参加し<br>てー、そんでもって所属も何度も変わってねー、ん…<br>頑張ったあたしの物語、覚えておいてね。",10,20,3,"eqlthgcwdqqe",51,1,627
531,339,"佐渡","さど",1,77,20071,0,385,37,95,55,0,0,0,0,0,9,18,13,15,4,19,0,0,7,29,4,16,36,36,73,105,105,39,39,81,117,117,3,3,15,25,25,7,49,5,1,4,2,0,0,0,0,0,1,39,-1,-1,-1,14,1,1,2,0,1,0,0,0,"択捉型海防艦！　三番艦の佐渡様だぜ。<br>シ・レ・い！　よろしくな！　ヒヒ。","択捉型海防艦の三番艦、佐渡だぜ。潜水艦が跳梁する<br>海を、第一海上護衛隊の一員として、結構頑張った。<br>松輪や日振、そして、あの大鷹さんと組んだりもした<br>んだぜ。でも…ヒ船団の護衛は本当に大変だったさ。<br>今度はしっかり護り通すんだ！　よろしくな！",10,10,1,"sujriouphyti",110,2,627
532,332,"涼月","すずつき",2,54,17031,0,537,55,430,270,0,0,0,0,0,21,41,25,27,16,47,16,46,70,102,10,29,25,25,61,92,92,45,45,83,116,116,8,8,27,43,43,27,67,10,1,6,3,0,0,0,0,0,122,27,40,-1,-1,30,1,2,13,1,0,1,3,1,"秋月型防空駆逐艦「涼月」です。皆さんを……<br>皆さんをいつまでもお護りできるよう、<br>私……頑張ります。よろしくお願い致します！","乙型駆逐艦、秋月型、その三番艦、涼月です。<br>艦隊防空のために生まれました。何度か大きな損傷を<br>受けましたが、最後の二水戦の一員として大和と共に<br>出撃します。満身創痍ではありますが、港に戻りまし<br>た。ずっと…皆さんを護り続けたい……そう願ってい<br>ます。",20,25,1,"scgnesxelopp",66,2,627
533,333,"冬月","ふゆつき",2,54,17081,0,538,55,430,270,0,0,0,0,0,21,41,25,27,16,47,16,45,70,101,10,29,24,24,60,91,91,44,44,84,118,118,8,8,28,45,45,38,88,10,1,6,3,0,0,0,0,0,122,27,40,-1,-1,30,1,2,13,1,0,1,3,1,"秋月型防空駆逐艦、八番艦、冬月。参る。<br>涼、随分と待たせたな。提督、共に護ろう。<br>大切な……ものを。","秋月型防空駆逐艦、その八番艦、冬月だ。戦いの後半<br>に就役して、姉妹艦と第四十一駆逐隊を編成、大型艦<br>や艦隊の護衛を務めたな。最後の出撃は、第二水雷戦<br>隊の一翼として、涼月と共に大和の護衛に就いた。そ<br>して今も、僚艦涼月と北九州の防波堤の一部として皆<br>を護っている。",20,25,1,"ytcgdjgfcglk",53,1,627
534,324,"神鷹","しんよう",7,76,5041,0,381,60,280,420,0,0,0,0,0,38,59,43,45,0,14,0,0,14,30,15,35,36,36,60,80,80,22,22,37,50,50,28,28,48,65,65,9,49,5,1,4,3,9,18,6,0,0,21,16,-1,-1,-1,160,2,2,16,3,0,0,1,2,"Guten Tag…いえ、こんにちは。<br>私、神鷹って名前…その…航空母艦です。まだ色々と<br>慣れなくてごめんなさい。でも頑張ります。","航空母艦、神鷹です。神戸に避難していたドイツの客<br>船でしたが、帰国は困難でした。後に日本海軍に譲渡<br>され、空母へと改装されました。船団航路を護る海上<br>護衛総隊に所属し、対潜掃蕩任務に就きました。姉た<br>ちの敵に一矢報いたかった…けれど…。夜…夜の海は<br>…嫌…怖いです…。",30,25,1,"qjwulcrymrvr",72,1,627
535,325,"Luigi Torelli","ルイージ・トレッリ",13,80,31711,0,605,30,60,190,0,0,0,0,0,11,21,15,17,2,10,18,62,0,18,5,17,0,0,0,0,0,17,17,42,63,63,6,6,24,39,39,25,62,5,1,4,1,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,1,0,2,0,0,"Ciao!<br>あたしは、そう、Luigi Torelli よ。<br>そね。トレッリ……。んー、ルイでいいや。","Regia Marinaから来たよ。パスタの国で生まれた潜<br>水艦、Luigi Torelli。通商破壊戦で、けっこー頑張っ<br>た。でも、そんだけじゃない、いろーんな事経験した<br>んだ。潜水艦派遣作戦にも参加してー、さらに色々<br>あってー、所属も何度も変わったよ。んー結構色々<br>あった感じ? あたしの物語も覚えておいてね。",10,20,1,"umofiwwigpjx",51,1,627
536,336,"神鷹改二","しんよう",7,76,5046,381,0,0,0,0,0,0,0,0,2,50,75,57,59,15,37,0,0,27,58,26,56,73,73,88,101,101,34,34,53,69,69,32,32,64,91,91,15,70,5,2,7,4,9,18,18,6,0,305,51,-1,-1,-1,160,3,6,16,5,0,0,3,2,"","航空母艦、神鷹です。神戸に避難していたドイツの客<br>船でしたが、帰国は困難でした。後に日本海軍に譲渡<br>され、空母へと改装されました。船団航路を護る海上<br>護衛総隊に所属し、対潜掃蕩任務に就きました。姉た<br>ちの敵に一矢報いたかった…けれど…。夜…夜の海は<br>…嫌…怖いです…。",35,35,3,"jqkvvuiubfdq",72,1,627
537,337,"涼月改","すずつき",2,54,17032,532,0,0,0,0,0,0,0,0,1,38,58,43,45,22,56,22,52,82,117,16,55,28,28,71,108,108,51,51,91,125,125,9,9,49,83,83,37,90,10,1,7,3,0,0,0,0,0,122,106,40,-1,-1,30,1,2,13,1,1,1,3,1,"","乙型駆逐艦、秋月型、その三番艦、涼月です。<br>艦隊防空のために生まれました。何度か大きな損傷を<br>受けましたが、最後の二水戦の一員として大和と共に<br>出撃します。満身創痍ではありますが、港に戻りまし<br>た。ずっと…皆さんを護り続けたい……そう願ってい<br>ます。",20,25,3,"yjgylyotzuwn",66,2,627
538,338,"冬月改","ふゆつき",2,54,17082,533,0,0,0,0,0,0,0,0,1,38,58,43,45,22,57,22,53,82,116,16,53,29,29,71,107,107,50,50,92,128,128,9,9,49,83,83,38,98,10,1,7,3,0,0,0,0,0,-1,-1,-1,-1,-1,30,1,2,13,1,1,1,3,1,"","秋月型防空駆逐艦、その八番艦、冬月だ。戦いの後半<br>に就役して、姉妹艦と第四十一駆逐隊を編成、大型艦<br>や艦隊の護衛を務めたな。最後の出撃は、第二水雷戦<br>隊の一翼として、涼月と共に大和の護衛に就いた。そ<br>して今も、僚艦涼月と北九州の防波堤の一部として皆<br>を護っている。",20,25,3,"sullpopastgr",53,1,627
539,329,"UIT-25","ルイージ・トレッリ",13,80,30731,605,530,55,320,180,0,0,0,0,2,13,23,17,19,2,12,0,36,0,25,5,19,0,0,0,0,0,20,20,62,98,98,9,9,30,48,48,35,77,5,1,6,2,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,1,0,2,1,0,"","元々はRegia Marinaの潜水艦、Luigi Torelli……<br>だったんだけど、今は、Uボート、名前はUIT-25。<br>あたし、何気に対空戦経験も凄いんだけど、そんだけ<br>じゃない、結構色々経験したんだ。潜水艦派遣作戦に<br>も参加してー、そんでもって所属もさらに変わるとい<br>う……ん…あたしの物語も覚えておいてね。",10,20,3,"jisyljtqgqcj",51,1,627
540,340,"対馬","つしま",1,77,20111,0,386,47,105,75,0,0,0,0,0,9,18,13,15,4,17,0,0,7,27,4,16,35,35,72,104,104,41,41,84,121,121,3,3,13,21,21,47,88,5,1,4,2,0,0,0,0,0,1,39,-1,-1,-1,14,1,1,2,0,1,0,0,0,"択捉型海防艦、対馬。ここに……。<br>南方航路防衛用に建造されたこの体……。<br>存分に働くつもりですから。楽しみに…ね。","択捉型海防艦、その七番艦となります。対馬です。<br>南方航路の防衛のために生まれました。本土とシンガ<br>ポールの間の船団護衛に努めました。同航路が危なく<br>なってからは、台湾や日本海側の航路を護ります。戦<br>いの後は…皆さんの復員にも努めました。",10,10,1,"mgofelnbpslm",101,2,627
